,DATETIME,Body of Water Name,DataContact,LAT,LONG,Secchi Depth (m),Total Nitrogen (ug/L),Total Phosphorus (ug/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
175,2006-01-09 00:00:00,Huckleberry,Dana Stephens,27.4515,-81.464033,1.70688,1606.66667,233.666667,19.0,1.72511995
176,2006-05-17 00:00:00,Huckleberry,Dana Stephens,27.4515,-81.464033,0.6096,1790.0,157.666667,72.3333333,2.4510338
177,2006-07-10 00:00:00,Huckleberry,Dana Stephens,27.4515,-81.464033,1.3208,1173.33333,59.0,21.3333333,3.29915988
178,2006-09-06 00:00:00,Huckleberry,Dana Stephens,27.4515,-81.464033,1.8288,883.333333,50.3333333,20.6666667,0.48086525
179,2006-03-23 00:00:00,Istokpoga,Dana Stephens,27.3401833,-81.269983,0.6096,1533.33333,72.0,55.3333333,0.55983279
180,2006-01-20 00:00:00,Letta,Dana Stephens,27.5615556,-81.460958,1.48336,486.666667,23.0,7.66666667,0.06385494
181,2006-03-20 00:00:00,Letta,Dana Stephens,27.5615556,-81.460958,1.40208,456.666667,24.0,4.33333333,0.0650756
182,2006-05-20 00:00:00,Letta,Dana Stephens,27.5615556,-81.460958,0.9652,546.666667,27.6666667,4.33333333,0.03068505
183,2006-07-18 00:00:00,Letta,Dana Stephens,27.5615556,-81.460958,1.60528,473.333333,21.0,4.66666667,0.06597398
184,2006-10-19 00:00:00,Letta,Dana Stephens,27.5615556,-81.460958,1.70688,443.333333,18.0,5.66666667,0.03965478
185,2006-11-17 00:00:00,Letta,Dana Stephens,27.5615556,-81.460958,1.2192,493.333333,25.6666667,7.0,0.03330154
186,2006-01-21 00:00:00,Lotela,Dana Stephens,27.5772006,-81.481067,3.8608,426.666667,10.0,2.0,0.20524546
187,2006-03-20 00:00:00,Lotela,Dana Stephens,27.5772006,-81.481067,4.1656,483.333333,9.66666667,2.0,0.10659027
188,2006-05-05 00:00:00,Lotela,Dana Stephens,27.5772006,-81.481067,3.51536,443.333333,10.3333333,3.0,0.07454812
